toi,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad
"3992.01","PC",6.3978860,2.2960000,9792.0000000,,1084.0000000,229.4820000,5324.0000000,,
"3993.01","PC",2.2237067,2.7337946,4640.0476893,16.2026957,1649.2355042,1748.4439071,6424.0000000,,1.4399000
"3994.01","FP",3.8974136,2.0610000,1990.0000000,6.8757000,1320.0000000,504.6230000,6827.0000000,4.2500000,1.5100000
"3995.01","APC",6.4219775,4.2110000,22004.0000000,,1483.0000000,803.4710000,6197.0000000,,
"3996.01","FP",17.2045725,4.9870000,3770.0000000,21.5086000,1272.0000000,434.9740000,6278.0000000,4.0300000,1.7700000
"3997.01","PC",3.4600026,1.8270000,8214.0000000,17.6761000,1455.0000000,744.5690000,5997.0000000,4.2100000,1.3700000
"3998.01","PC",1.8145100,1.7460000,12864.0000000,13.3431000,1383.0000000,609.0080000,5696.0000000,4.3100000,1.1700000
"3999.01","FP",4.1123850,3.4740000,2110.0000000,9.6574900,1361.0000000,570.9660000,5659.0000000,3.7800000,2.1400000
"400.01","KP",3.6344447,3.8710000,9230.0000000,14.2500000,1616.0000000,1133.7300000,6272.0000000,4.2577100,1.4200000
"4000.01","FP",3.7027104,3.5720000,12813.0000000,21.0580000,1815.0000000,1803.4900000,7493.0000000,4.1200000,1.9000000
"4001.01","PC",4.8982659,2.8740000,2055.0000000,4.8412300,1152.0000000,293.0040000,5696.0000000,4.3700000,1.0900000
"4002.01","FP",3.3378852,3.2610000,5564.0000000,19.0038000,1834.0000000,1878.1500000,6274.0000000,3.8600000,2.1500000
"4244.01","PC",1.8665254,3.1090000,3606.0000000,10.2057000,2050.0000000,2933.4600000,6310.3000000,,1.6100000
"4245.01","PC",3.1527177,1.8963737,4102.6968156,5.7168495,1075.6629276,316.3922274,5093.0000000,4.5200000,0.8008410
"4246.01","PC",12.8860009,5.1376730,11434.9523427,12.0983571,848.1501366,122.2959140,6126.0000000,4.4100000,1.1132400
"4247.01","PC",4.3539599,3.4390219,41586.4865614,23.0280318,1175.6079755,451.4099178,5883.0000000,4.3900000,1.0952300
"4248.01","PC",5.1442317,5.8560000,4310.0000000,13.8382000,1790.0000000,1708.0000000,5936.0000000,4.1800000,2.0900000
"4249.01","PC",6.7726260,4.5920090,8606.4623591,19.1292000,963.3624750,203.5541234,4360.5000000,,2.1200000
"425.01","FP",3.6036400,3.7280000,6281.3200000,14.1007000,1931.0000000,2312.7000000,6896.7000000,4.1700000,1.6200000
"4250.01","PC",4.0185922,4.4700000,6230.0000000,13.9642000,1897.0000000,2154.0200000,7156.0000000,4.1500000,1.7700000
"4251.01","FP",0.9109508,1.4730000,4720.0000000,13.0531000,3262.0000000,18809.1000000,9421.0000000,4.3100000,1.7900000
"4252.01","PC",2.6085023,1.9206019,10431.5892384,13.8957666,1694.2534985,1947.3076326,7302.0000000,4.4900000,1.2122999
"4253.01","PC",3.4192373,3.3733900,19414.5446339,,1209.8442751,506.3361054,5658.5000000,,
"4254.01","PC",1.1462769,2.7834681,4058.2232173,14.1198099,2696.8402433,12500.9173208,6416.0000000,3.9000000,2.1185400
"4255.01","FP",2.5057108,1.9620000,3170.0000000,12.9673000,1956.0000000,2430.5600000,8330.0000000,4.0400000,2.2600000
"4256.01","FP",1.0962372,2.3360000,2460.0000000,15.7533000,2496.0000000,6446.8000000,6519.0000000,3.5400000,3.2500000
"4257.01","FP",4.6512523,2.2510000,3110.0000000,6.2293600,1270.0000000,432.0380000,7192.0000000,4.5600000,1.1000000
"4258.01","FP",3.8505662,2.4990000,6070.0000000,16.5768000,1301.0000000,475.6930000,6353.0000000,3.8800000,2.1300000
"4259.01","PC",8.9612626,1.8325932,11333.9389745,17.0901716,999.5113045,235.8695308,5435.5000000,,1.1706899
"4476.01","KP",1.5947535,1.9414500,15065.2565497,14.3739674,1652.2561498,1761.2885419,5703.0000000,4.3178600,1.1598600
"4477.01","FP",7.8127906,6.3040000,8120.0000000,22.0599000,1874.0000000,2051.0500000,8451.0000000,4.0070700,2.3800000
"4478.01","PC",2.7586362,2.8680000,4240.0000000,7.7843500,1475.0000000,787.0870000,5774.0000000,4.3201500,1.1700000
"4479.01","CP",1.1589013,1.1688702,3470.6759302,2.6829722,781.5723494,88.1856149,3449.0000000,4.8017600,0.4273890
"448.01","CP",0.8820624,0.5759672,11755.4509288,8.3888941,1428.2525761,983.4245957,4669.0000000,4.5200000,0.7828880
"4480.01","KP",3.8493846,2.6908269,1372.2876678,16.8088001,2306.6027861,6689.7863925,5843.4700000,3.2744800,3.9119101
"4481.01","CP",0.9263237,0.8100000,952.0000000,1.6782300,1162.0000000,303.5470000,3573.0000000,4.8037600,0.4300000
"4482.01","KP",2.8164979,2.6896665,19270.7270340,14.4894174,1229.1274806,539.3972356,5413.0000000,4.3999400,1.0130399
"4483.01","KP",1.7522170,2.1714375,77630.4124578,20.3177656,1045.4454298,282.3101387,4355.0000000,4.5312800,0.7407120
"4484.01","PC",2.6890703,2.1209962,38330.4094984,15.2271225,1012.6611070,248.5292583,4844.0000000,4.5451800,0.7857030
"4485.01","KP",7.3405675,3.2557004,11139.7005929,16.7317044,1124.6340774,378.0645504,5828.8100000,4.1441800,1.4372801
"4486.01","KP",2.6915408,3.9860000,7265.0000000,17.4501000,2267.0000000,4392.0300000,6955.0000000,4.0400000,1.9600000
"4487.01","PC",3.9540617,3.8690000,5820.0000000,13.1238000,1477.0000000,792.0780000,5773.0000000,4.0300000,1.6900000
"4488.01","KP",4.4541700,2.2714300,21409.0524466,13.8017218,997.2256290,233.7193811,5353.5400000,4.4770100,0.9220870
"4489.01","KP",2.7974757,2.2149132,18699.8504805,12.0149088,1149.3363399,412.3913581,5477.0000000,4.5439300,0.8673680
"449.01","KP",2.1751729,4.7918806,7780.6435196,18.7874019,2124.2969654,4812.6238237,6291.0000000,3.9000000,2.0625999
"4709.01","APC",6.2397532,3.2090000,11490.0000000,7.8959400,1371.0000000,587.6580000,5956.9000000,,0.5000000
"471.01","KP",3.5857076,2.7072065,11813.3029260,15.8525901,1465.1893915,1089.1709863,6400.0000000,4.3443500,1.3455600
"4710.01","PC",1.4798437,2.7020000,3090.0000000,8.3727200,1909.0000000,2205.4300000,5475.0000000,4.0700000,1.5000000
"4711.01","PC",3.7081082,6.5400000,1490.0000000,13.6266000,1833.0000000,1874.5800000,5337.0000000,,3.5600000
"4712.01","PC",8.8720052,3.5920000,4370.0000000,8.7689800,916.0000000,117.0130000,5626.0000000,4.2000000,1.3100000
"4713.01","APC",2.9532479,3.0950000,6210.0000000,,1864.0000000,2007.0400000,7076.3000000,,
"4714.01","PC",7.9144674,3.1140000,20760.0000000,14.5746000,833.0000000,80.2209000,5431.0000000,4.4200000,1.0000000
"4715.01","FP",6.4274159,1.2770000,3940.0000000,12.9491000,705.0000000,41.0821000,6227.0000000,4.1200000,1.5800000
"4716.01","PC",5.2376102,6.5180000,3830.0000000,16.2444000,2170.0000000,3686.5900000,7666.0000000,3.8700000,2.5900000
"4717.01","PC",4.1583367,3.0430000,9610.0000000,16.0152000,1736.0000000,1509.9000000,8131.7000000,4.3500000,1.5500000
"4718.01","PC",5.1409029,2.2650000,5830.0000000,8.2980300,1057.0000000,207.4450000,6282.4000000,4.4700000,1.0700000
"4719.01","PC",14.3953055,2.8700000,17315.0000000,11.6150000,612.0000000,23.3681000,4850.0000000,4.5600000,0.7700000
"472.01","APC",0.5682596,0.7550000,42540.0000000,24.8489000,954.0000000,138.0450000,3294.0000000,4.4380000,0.5000000
"4720.01","PC",3.7810832,3.0690000,8030.0000000,15.3456000,1434.0000000,702.2780000,6364.0000000,4.1400000,1.5900000
"4721.01","PC",4.0086493,2.4689720,9213.7506419,7.2935622,908.6497573,161.1042737,4779.0000000,,0.7719900
"4722.01","PC",10.8910909,3.9920000,4350.0000000,10.6208000,1016.0000000,177.1790000,6619.0000000,4.1700000,1.6100000
"4723.01","PC",3.6590997,2.9550000,8630.0000000,14.6976000,1488.0000000,814.2390000,6624.0000000,4.1800000,1.5800000
"4724.01","PC",3.5723590,2.7310000,1300.0000000,3.4370900,1314.0000000,495.5750000,5730.0000000,4.5200000,0.9200000
"4725.01","PC",2.0763072,1.2230000,16220.0000000,12.6426000,1100.0000000,243.6930000,5805.0000000,4.5000000,0.9500000
"4003.01","PC",3.9606593,3.4420000,5810.0000000,10.7218000,1554.0000000,970.2470000,6647.0000000,4.2900000,1.4000000
"4004.01","PC",5.3798996,2.8500000,8550.0000000,7.0926400,891.0000000,104.6670000,4930.3000000,,0.7600000
"4005.01","FP",3.8471662,2.2140000,1770.0000000,7.4847500,1011.0000000,173.7470000,5115.0000000,3.9100000,1.6900000
"4006.01","FA",3.0491667,4.0262835,6641.0515420,,1256.9414051,589.9037165,4579.5000000,,
"4007.01","PC",4.5432349,3.6090000,12236.0000000,12.5868000,1751.0000000,1563.1600000,7998.0000000,4.6000000,1.1600000
"4008.01","FP",2.8278059,2.1740000,650.0000000,4.2261900,1519.0000000,885.3320000,6603.0000000,4.1600000,1.6200000
"4009.01","PC",4.3271416,2.3820000,5340.0000000,14.5369000,1246.0000000,400.9190000,5994.0000000,3.9200000,1.9100000
"401.01","FP",2.4854887,2.5647259,190.9708134,1.2533026,2073.9806454,3071.4697167,5928.0000000,4.4800000,0.9600000
"4010.01","CP",5.4146235,2.9417261,4983.0756289,6.6139476,872.0000000,126.2342489,4888.0000000,4.4500000,0.8802130
"4010.02","CP",14.7091662,3.6278152,5047.9326311,6.5471787,612.6899904,33.3030602,4888.0000000,4.4500000,0.8802130
"4010.03","CP",1.3483075,1.7568331,1206.3535884,3.1949876,1358.8572016,805.7796280,4888.0000000,4.4500000,0.8802130
"4011.01","PC",4.3359117,3.4610000,8530.0000000,13.9797000,1307.0000000,485.0040000,5815.0000000,4.1000000,1.5100000
"4012.01","PC",1.8254400,1.7440000,21650.0000000,11.7503000,1022.0000000,181.7830000,4324.0000000,4.4900000,0.7700000
"4013.01","PC",2.6325313,4.1670000,4220.0000000,15.2766000,1731.0000000,1493.2400000,5407.0000000,3.6400000,2.4200000
"4014.01","PC",2.8067423,1.9970000,17630.0000000,13.4381000,1214.0000000,361.0870000,5863.0000000,4.4800000,0.9800000
"4015.01","PC",4.7427131,3.1150000,13560.0000000,17.8760000,1179.0000000,320.7830000,5947.0000000,4.1200000,1.5100000
"4016.01","PC",1.8137851,1.2900000,3625.0000000,,870.0000000,95.2905000,4032.5000000,,
"4016.02","PC",4.3962009,3.9496949,4441.9711318,,1112.6269619,362.1757107,4032.5000000,,
"426.01","PC",1.3205037,2.0155519,469.4537481,2.1611735,1632.1617353,1677.1571947,5731.0000000,4.4600000,0.9892600
"4260.01","PC",5.4588359,4.5550000,3290.0000000,8.5931900,1486.0000000,809.8230000,6349.0000000,,1.4100000
"4261.01","FP",1.5040804,2.9550000,6130.0000000,,1354.0000000,558.5670000,3810.2000000,,
"4262.01","PC",5.9977892,4.4957853,7349.0892262,11.3637133,1233.5559917,547.2130805,6613.0000000,4.3600000,1.2860301
"4263.01","FP",0.8334976,1.4521440,3841.4834968,9.0185699,2352.0540215,7232.8618655,6071.0000000,4.2000000,1.3925000
"4264.01","PC",3.1580472,2.6816352,7782.0821448,8.3204000,1242.3268887,562.9431543,7606.3000000,,1.0100000
"4265.01","FP",3.7353995,1.8360000,2360.0000000,8.6199300,1085.0000000,230.4210000,5895.0000000,4.1000000,1.5300000
"4266.01","PC",0.8118585,1.1020000,6450.0000000,16.3456000,1496.0000000,832.7140000,5051.7000000,,1.9700000
"4267.01","APC",1.2125595,1.3440000,5110.0000000,11.1279000,1809.0000000,1780.9900000,6719.0000000,4.2500000,1.4800000
"4268.01","FP",0.8133123,1.0790000,310.0000000,4.3796300,,6736.5900000,8265.0000000,,2.1200000
"4269.01","PC",4.5766182,4.9120000,3770.0000000,,1527.0000000,881.9780000,5816.5000000,,
"427.01","APC",0.6090253,1.0990000,6100.0000000,15.1945000,2635.0000000,8004.3400000,5271.7000000,4.3400000,1.0200000
"4270.01","CP",3.4671474,2.4050000,4770.0000000,11.6401000,1239.0000000,391.8300000,5886.0000000,4.0700000,1.5800000
"4271.01","PC",4.5016988,4.7160000,4360.0000000,,1491.0000000,820.4480000,5829.0000000,,
"4272.01","PC",2.7302636,2.6450000,9410.0000000,13.7961000,1544.0000000,945.7220000,6307.0000000,4.2500000,1.3900000
"4273.01","PC",2.9346956,3.4470000,11160.0000000,23.8980000,1793.0000000,1718.8800000,6728.0000000,3.9000000,2.2300000
"4274.01","PC",0.4459299,1.2660000,14630.0000000,20.4459000,4056.0000000,44946.6000000,8878.0000000,4.3300000,1.7000000
"4275.01","FP",0.7617828,2.0029797,3487.6353826,,1995.7142723,3748.9914891,6132.7000000,,
"4276.01","PC",11.8511620,3.1401245,5066.6012319,,799.4084682,96.5152588,4983.0000000,,
"4490.01","KP",2.0523417,2.1224957,34476.0907387,22.5105621,1539.4228275,1327.2498679,5767.0000000,4.3154600,1.1687500
"4491.01","CP",5.0066220,1.6600000,1290.0000000,2.2244700,731.0000000,47.6469000,4006.0000000,4.6800000,0.6000000
"4492.01","PC",4.4331838,3.8560000,9166.0000000,12.5157000,1268.0000000,430.3490000,5667.0000000,4.2400000,1.2600000
"4493.01","PC",1.5076298,1.9300000,280.0000000,4.6866600,1491.0000000,820.8730000,4954.0000000,,2.8200000
"4494.01","PC",32.5350160,3.6700000,3821.0000000,,669.0000000,33.3010000,6303.8000000,,
"4495.01","CP",5.1830043,2.7830000,670.0000000,3.6304500,1202.0000000,346.6260000,6156.0000000,4.2519600,1.3400000
"4495.02","PC",2.5693728,2.4710000,290.0000000,2.1839200,1567.0000000,1001.2800000,6156.0000000,4.2519600,1.3400000
"4496.01","PC",1.1880300,1.3220000,3840.0000000,,1720.9421672,2072.9370109,,,
"4497.01","PC",3.6001959,2.8870000,7820.0000000,16.1928000,1619.0000000,1141.2600000,7172.0000000,4.1600000,1.7500000
"4498.01","FP",5.3073459,3.7140000,200.0000000,2.0534700,1313.0000000,494.0460000,5821.4000000,4.1600000,1.4200000
"4499.01","PC",3.4902115,2.4490000,366.0000000,2.0597800,1352.0000000,555.8730000,6111.0000000,4.4300000,1.0900000
"4499.02","PC",5.5387718,3.1630000,439.0000000,2.0773800,1219.0000000,366.6830000,6111.0000000,4.4300000,1.0900000
"450.01","APC",10.7148661,2.1121584,56325.9173745,14.0375540,339.8915287,3.1541502,3054.0000000,4.4380000,0.4222670
"4500.01","FP",1.7733460,3.2910000,710.0000000,7.9588400,2492.0000000,6411.5200000,6802.0000000,3.6300000,3.0800000
"4501.01","PC",2.0348789,2.3790000,176.0000000,3.5765500,4867.0000000,93196.9000000,8279.0000000,3.8100000,2.9400000
"4502.01","FP",0.8560277,1.5870000,247.0000000,3.1580100,,46825.3000000,11798.0000000,4.1800000,2.3800000
"4503.01","PC",710.6982018,7.1450196,691.3914728,2.0928405,243.9123864,0.8364817,5334.0000000,4.6001000,0.7962540
"4504.01","CP",82.9294114,7.4967507,13067.7332328,11.4756331,182.8021957,0.2639044,5271.0000000,4.4300000,0.9609190
"4726.01","PC",4.2971136,2.7750000,26010.0000000,14.1426000,1000.0000000,166.2200000,5203.0000000,4.5300000,0.8500000
"4727.01","PC",7.1516530,1.1930000,11740.0000000,22.4773000,720.0000000,44.7310000,5635.0000000,4.3200000,1.1400000
"4728.01","PC",6.0879495,1.6390000,26720.0000000,12.8134000,526.0000000,12.8029000,3971.0000000,4.6000000,0.6600000
"4729.01","PC",6.9279673,1.8680000,6830.0000000,9.5503900,806.0000000,70.2310000,5950.0000000,4.4400000,1.0400000
"473.01","KP",1.5732848,2.4285285,16875.7909849,14.7247524,1603.8131115,1563.6373659,5400.0000000,4.3878200,1.0953900
"4730.01","PC",4.0681112,3.2840000,2150.0000000,9.7558400,2283.0000000,4517.2800000,7070.0000000,4.1300000,1.7800000
"4731.01","PC",1.4553693,1.2360000,9810.0000000,13.4308000,1671.0000000,1295.3800000,6344.5000000,,1.2500000
"4732.01","PC",1.8911553,1.0850000,14530.0000000,21.7999000,1342.0000000,538.4800000,5711.0000000,4.4400000,1.0100000
"4733.01","PC",5.3054422,3.7850000,18200.0000000,17.4742000,1324.0000000,510.6470000,6473.0000000,4.3500000,1.2700000
"4734.01","PC",6.2356356,5.5440000,2470.0000000,9.0269800,1397.0000000,633.3440000,5854.0000000,3.9700000,1.7600000
"4735.01","PC",3.5410530,2.0310000,21620.0000000,,,,,,
"4736.01","PC",2.8564778,4.6780000,5320.0000000,21.5886000,2665.0000000,8379.1900000,5777.0000000,4.0200000,1.6500000
"4737.01","CP",9.3202467,4.9630000,2200.0000000,7.8768000,1108.0000000,250.4740000,5916.0000000,4.0200000,1.6700000
"4738.01","FP",4.6498719,4.9950000,8110.0000000,16.6839000,2313.0000000,4756.9400000,9056.0000000,4.3000000,1.7800000
"4739.01","APC",8.1703609,3.3650000,9410.0000000,22.3829000,,1223.7400000,8190.0000000,4.4380000,2.1000000
"474.01","KP",2.5167257,2.5896099,16406.5457432,12.9083148,1240.0502722,558.8280149,5403.0000000,4.5014600,0.9826380
"4740.01","PC",5.7728793,3.8830000,6900.0000000,,,,,,
"4741.01","PC",2.4849639,2.9770000,6830.0000000,14.0194000,1710.0000000,1421.2100000,6252.0000000,4.1100000,1.6000000
"4742.01","PC",4.1034672,2.9180000,6920.0000000,10.5038000,1427.0000000,689.7850000,6753.0000000,4.3900000,1.2700000
"4017.01","PC",7.0423707,2.6870000,5890.0000000,14.7821000,762.0000000,56.0900000,4892.0000000,,1.8800000
"4018.01","PC",3.0755983,1.6170000,6482.0000000,,1099.0000000,242.5530000,4355.4000000,,
"4019.01","FP",2.2963814,2.6490000,7950.0000000,20.9239000,2361.0000000,5163.1000000,6620.0000000,4.0400000,1.8700000
"402.01","CP",4.7559995,2.4468544,360.5191272,1.4790069,1249.4352387,404.5595364,5175.2000000,4.3765700,0.8418420
"402.02","CP",17.1796673,2.1061533,561.3005312,2.0366679,721.8326728,45.0685499,5175.2000000,4.3765700,0.8418420
"4020.01","FA",3.2174446,3.8917348,11554.5031790,,1694.3115280,1947.5744337,,,
"4021.01","PC",5.1175439,1.4830000,3090.0000000,12.6029000,943.0000000,131.8140000,6429.0000000,3.9200000,2.0700000
"4022.01","PC",7.2089041,3.4450000,6140.0000000,,,,,,
"4023.01","PC",2.7991658,2.1570000,9180.0000000,,1049.0000000,201.0780000,4841.6000000,,
"4024.01","PC",6.3262148,5.3530000,4928.0000000,12.5231000,1354.0000000,558.3000000,5842.0000000,3.9000000,1.9000000
"4025.01","PC",16.2840915,6.4500000,4600.0000000,7.9927300,924.0000000,121.3120000,5770.0000000,4.2900000,1.2000000
"4026.01","PC",3.1239771,2.7369600,4477.1379466,,1246.8268423,571.1439430,4861.0000000,,
"4027.01","PC",3.6074546,2.1970000,1168.0000000,2.6993400,1156.0000000,297.4680000,5593.0000000,4.5200000,0.9100000
"4028.01","PC",3.9589142,2.4200000,16160.0000000,15.2242000,1161.0000000,301.8480000,5963.0000000,4.3000000,1.2200000
"4029.01","PC",5.8850401,3.6220000,3030.0000000,6.6150300,1142.0000000,282.5090000,5712.4000000,4.3000000,1.1800000
"403.01","KP",3.5328220,3.4431200,11283.6194230,13.4749050,1372.1206975,837.7033716,6153.0000000,4.3415200,1.2500000
"4030.01","PC",2.5089892,2.3410000,2970.0000000,5.4652300,1384.0000000,609.9610000,5574.0000000,4.4400000,0.9900000
"4031.01","PC",10.0462596,2.1788712,18214.2478783,16.4472821,801.0080118,97.2900870,5637.9000000,4.4900000,0.9451590
"4032.01","FP",2.4567112,1.7160000,530.0000000,3.0513600,1387.0000000,614.3830000,6223.0000000,4.3900000,1.1600000
"4277.01","PC",3.2738129,3.3060000,13200.0000000,14.6729000,1475.0000000,786.2580000,5976.0000000,4.2700000,1.2700000
"4278.01","PC",1.7519943,1.6240000,4360.0000000,9.2362300,1355.0000000,559.8920000,5483.0000000,4.1400000,1.3900000
"4279.01","FP",2.0976705,3.3618036,2503.6856881,14.4889320,2395.3326749,7780.0852689,5914.8000000,3.5900000,2.7729599
"428.01","APC",0.6333315,0.4040000,320.0000000,6.2434400,1284.0000000,451.2850000,5713.0000000,3.6700000,2.3500000
"4280.01","PC",3.5189720,3.2100000,13820.0000000,13.7987000,1407.0000000,650.7400000,5972.0000000,4.3500000,1.1600000
"4281.01","FP",5.7626055,3.9630000,7420.0000000,,1141.0000000,281.8430000,5558.7000000,,
"4282.01","PC",13.5098037,2.6950000,24500.0000000,16.3981000,730.0000000,47.2072000,5780.0000000,4.5100000,0.9400000
"4283.01","PC",3.0131053,2.2070000,13660.0000000,17.0610000,1585.0000000,1049.5600000,6838.0000000,4.3200000,1.4000000
"4284.01","PC",3.5008785,4.9601804,6338.2982031,14.5866828,1655.3754994,1774.6270380,5759.0000000,4.3000000,1.8056901
"4285.01","APC",1.1703152,1.3190000,5380.0000000,9.8252800,1941.0000000,2357.7300000,6328.0000000,4.3600000,1.2300000
"4286.01","PC",1.0268508,2.1720000,1430.0000000,3.2806000,1925.0000000,2280.3300000,4938.0000000,4.4900000,0.8500000
"4287.01","PC",4.2337624,2.4130000,5740.0000000,14.6498000,1214.0000000,360.8520000,6387.0000000,4.0000000,1.8600000
"4288.01","PC",6.0597000,1.2420000,8270.0000000,8.0663700,603.0000000,21.9969000,5036.0000000,4.5400000,0.8200000
"4289.01","PC",2.9757428,4.4300000,6820.0000000,18.7018000,1817.0000000,1810.8300000,6025.0000000,3.8100000,2.1800000
"429.01","PC",,9.5280000,7525.6700000,9.3342600,958.0000000,229.3460000,5216.0000000,4.4300000,0.9800000
"4290.01","PC",1.1771655,1.0480000,1050.0000000,2.9395100,1430.0000000,695.5220000,5313.0000000,4.5900000,0.8000000
"4291.01","PC",12.1525595,5.2540000,6400.0000000,10.0438000,1087.0000000,232.1830000,6029.0000000,4.2700000,1.2800000
"4292.01","FP",1.7201092,2.6220000,7570.0000000,9.8225200,1798.0000000,1736.5900000,5878.0000000,4.3600000,1.1300000
"4293.01","PC",1.6242109,2.2730000,17740.0000000,14.9916000,1632.0000000,1180.4100000,5705.0000000,4.3900000,1.0600000
"4504.02","CP",2.4261538,2.1344641,754.8303067,2.6600255,1234.0298460,548.0543839,5271.0000000,4.4300000,0.9609190
"4505.01","PC",19.4723789,7.7309404,7062.8806063,17.3337286,1052.1008534,289.5679511,7182.7000000,4.2400000,1.9674799
"4506.01","PC",5.4107024,0.7211954,22498.1066362,2.9859726,299.4473530,1.9002158,2938.0000000,5.1451300,0.1850130
"4507.01","CP",104.6162557,9.3317949,6111.4633395,15.8235575,562.0116791,23.5777503,6115.2600000,3.9072600,1.9758500
"4508.01","PC",3.4672779,0.4055928,3657.0603553,2.1135466,492.9988422,13.9606166,3383.0000000,4.8913200,0.3325640
"4509.01","PC",,6.4567709,3177.6204985,10.4883207,530.0285587,18.6516855,6930.0000000,4.1008700,1.8117100
"451.01","CP",16.3648730,4.0478302,2075.0944118,3.9248322,634.2219521,38.2371999,5481.0000000,4.5600000,0.8562260
"451.02","CP",1.8586624,2.0525797,497.6683497,1.9323657,1309.6200353,695.1879631,5481.0000000,4.5600000,0.8562260
"451.03","CP",9.1910792,3.0556770,940.8500219,2.7251006,768.6995876,82.5177911,5481.0000000,4.5600000,0.8562260
"4510.01","PC",194.2432864,9.2564583,810.9983952,4.4714848,477.6516387,12.3017271,7923.0000000,4.3540500,1.5184000
"4511.01","PC",20.9040576,5.1970000,930.0000000,4.5300300,1260.0000000,419.5680000,5708.0000000,4.4441300,1.0000000
"4511.02","PC",10.9776867,3.5960000,860.0000000,5.7683700,1542.0000000,938.9950000,5708.0000000,4.4441300,1.0000000
"4512.01","KP",19.5620458,6.4231417,1397.8148985,3.2870868,464.0100077,10.9554543,4246.8000000,4.5000000,0.7588920
"4513.01","PC",9.7607632,1.9670000,790.0000000,2.2279900,653.0000000,30.3621000,5558.0000000,4.6263400,0.8000000
"4514.01","KP",2.7535993,2.1410000,14460.0000000,10.7107000,1082.0000000,227.7590000,5032.0800000,4.4967800,0.8600000
"4515.01","CP",15.2664658,2.6673792,16186.1729540,12.2663968,650.4312952,42.2986706,5420.8200000,4.5299400,0.8740780
"4743.01","PC",6.2185453,3.1220000,7840.0000000,19.4459000,1480.0000000,798.2260000,7968.0000000,4.0600000,2.1400000
"4744.01","PC",4.8013522,4.6440000,4690.0000000,14.2355000,1622.0000000,1151.3900000,6399.9000000,3.9000000,2.1100000
"4745.01","PC",4.4139350,2.6040000,10370.0000000,13.3105000,1153.0000000,293.4370000,5972.0000000,,1.2800000
"4746.01","PC",7.5395871,2.4400000,2920.0000000,4.3933400,759.0000000,55.2646000,5223.0000000,4.6000000,0.7800000
"4747.01","PC",5.2192426,2.4500000,1500.0000000,3.8343000,1035.0000000,190.7950000,5688.0000000,4.4500000,0.9900000
"4748.01","PC",4.1018859,3.5760000,10690.0000000,13.8992000,1462.0000000,759.1810000,6327.7000000,4.3000000,1.3100000
"4749.01","PC",1.3832999,2.7740000,9020.0000000,16.4864000,2842.0000000,10840.4000000,5786.0000000,4.3300000,1.1600000
"475.01","PC",8.2617663,2.5663307,1418.3308985,2.3414536,531.2398464,18.8227716,4105.0000000,4.6001500,0.6194000
"4750.01","PC",3.2141617,1.6180000,3370.0000000,11.8959000,1291.0000000,462.1460000,7137.0000000,4.1700000,1.7200000
"4751.01","PC",3.6014534,3.7470000,10790.0000000,,,,,,
"4752.01","PC",5.0467874,4.5160000,7190.0000000,9.9097000,1564.0000000,995.5850000,6252.0000000,4.4500000,1.0800000
"4753.01","PC",5.3970484,6.1940000,2800.0000000,11.7601000,1639.0000000,1200.6100000,5996.0000000,3.7800000,2.2400000
"4754.01","PC",3.6307276,3.1980000,10550.0000000,14.0586000,1506.0000000,855.0310000,6350.0000000,4.3500000,1.2500000
"4755.01","PC",22.7273078,2.4850000,6510.0000000,19.0824000,677.0000000,34.9980000,6243.0000000,3.9300000,1.9800000
"4756.01","PC",8.0823172,1.4140000,4360.0000000,15.2282000,774.0000000,59.7456000,5351.5000000,,0.9800000
"4757.01","PC",2.0804611,3.6080000,5260.0000000,11.5464000,2165.0000000,3648.0600000,6434.0000000,4.1400000,1.6000000
"4758.01","PC",5.7627112,3.5010000,9670.0000000,15.7774000,1631.0000000,1176.4900000,6589.0000000,4.2400000,1.4800000
"4759.01","CP",9.6578504,5.9430000,2300.0000000,9.9840100,1117.0000000,258.4730000,5557.0000000,3.7900000,2.0900000
"476.01","PC",3.0629783,3.0551871,4201.1811431,14.5105081,1912.9129538,2303.3400000,7691.0000000,4.1167100,2.0500000
"4033.01","PC",3.6142971,2.0160000,14219.0000000,,,,,,
"4034.01","PC",1.8020923,2.9490000,8570.0000000,17.3634000,1832.0000000,1870.7800000,5760.0000000,3.9200000,1.8500000
"4035.01","PC",3.0295916,2.4730000,14333.0000000,,1127.0000000,267.8400000,5081.3000000,,
"4036.01","FP",2.7761628,2.1390000,1340.0000000,6.5845400,1342.0000000,538.6330000,5778.0000000,3.9200000,1.8400000
"4037.01","FP",4.7257129,2.7010000,1740.0000000,10.5468000,1205.0000000,350.1470000,6139.0000000,3.7100000,2.4800000
"4038.01","PC",4.2989288,3.0220000,4590.0000000,9.9447200,1223.0000000,371.5470000,5671.0000000,4.1200000,1.4500000
"4039.01","PC",4.7308142,3.0620000,8780.0000000,9.8568900,1154.0000000,295.4290000,5777.0000000,4.4200000,1.0500000
"404.01","KP",2.9626402,1.9096724,27118.3262165,12.6548900,1033.7453536,269.8828476,5473.0000000,4.6084500,0.7186350
"4040.01","PC",7.1357259,2.5094893,1047.4205923,2.7853042,822.4059608,108.1100329,5446.0000000,4.5700000,0.8356270
